GalaxyID,Smooth,Edge,Spiral
106689,1,0,0
106694,1,0,0
106705,0,0,1
106725,1,0,0
106739,0,0,0
106749,1,0,0
106773,1,0,0
106777,0,0,1
106781,1,0,0
106784,0,0,1
106788,0,1,0
106800,1,0,0
106803,0,0,0
106812,1,0,0
106819,0,0,0
106829,1,0,0
106841,1,0,0
106882,0,0,1
106885,0,0,1
106886,0,0,0
106896,1,0,0
106919,1,0,0
106923,1,0,0
106931,0,0,0
106944,0,0,0
106973,1,0,0
106986,0,1,0
107012,0,0,1
107019,1,0,0
107055,1,0,0
107064,0,0,1
107084,0,0,1
107106,1,0,0
107117,0,1,0
107143,1,0,0
107159,0,0,1
107193,0,0,0
107197,0,1,0
107202,0,0,1
107229,0,0,1
107231,0,1,0
107261,1,0,0
107268,0,0,1
107272,1,0,0
107290,0,0,0
107298,1,0,0
107314,0,1,0
107355,0,0,1
107374,0,0,1
107379,0,0,1
107383,1,0,0
107388,1,0,0
107394,1,0,0
107403,1,0,0
107406,0,0,1
107415,0,0,1
107422,0,0,1
107434,0,0,0
107435,1,0,0
107454,0,1,0
107461,1,0,0
107466,0,1,0
107480,1,0,0
107496,0,0,0
107510,1,0,0
107517,0,0,1
107521,1,0,0
107524,0,0,1
107527,1,0,0
107539,1,0,0
107553,1,0,0
107555,0,0,1
107559,0,1,0
107560,0,0,0
107562,0,0,0
107563,0,0,1
107573,1,0,0
107576,1,0,0
107583,0,1,0
107593,0,0,1
107597,0,1,0
107606,0,0,1
107608,1,0,0
107610,1,0,0
107613,0,1,0
107616,0,0,0
107619,1,0,0
107627,0,0,1
107629,0,0,1
107631,0,0,0
107660,0,0,0
107688,1,0,0
107692,1,0,0
107709,0,0,1
107720,0,1,0
107736,0,0,0
107745,0,0,1
107747,0,0,1
107794,1,0,0
107810,0,1,0
107823,0,0,0
107828,1,0,0
107831,0,0,0
107849,1,0,0
107859,0,0,0
107888,1,0,0
107943,0,0,0
107946,0,1,0
107951,0,0,1
107954,1,0,0
107961,1,0,0
107966,1,0,0
107967,1,0,0
107972,0,0,1
107975,1,0,0
107985,0,0,0
107987,0,0,0
108012,0,0,1
108017,1,0,0
108038,0,0,1
108041,0,0,0
108051,0,0,1
108066,1,0,0
108088,0,0,0
108103,1,0,0
108105,0,0,0
108111,1,0,0
108146,1,0,0
108160,1,0,0
108182,1,0,0
108195,1,0,0
108207,1,0,0
108225,0,0,1
108251,0,0,1
108272,0,0,1
108305,1,0,0
108326,0,1,0
108481,1,0,0
108497,0,0,0
108507,0,0,0
108545,0,0,0
108551,1,0,0
108574,0,0,1
108580,1,0,0
108584,1,0,0
108601,0,0,1
108608,0,0,1
108624,1,0,0
108642,0,0,1
108645,1,0,0
108649,0,0,0
108661,1,0,0
108672,1,0,0
108692,1,0,0
108715,1,0,0
108717,1,0,0
108742,0,0,1
108757,1,0,0
108764,0,0,0
108772,0,0,1
108779,0,0,1
108786,0,0,0
108914,1,0,0
108917,1,0,0
108920,1,0,0
108928,1,0,0
108929,0,0,1
108947,0,0,0
108952,1,0,0
108959,1,0,0
108961,0,0,1
108979,0,1,0
108985,0,0,1
108988,1,0,0
108991,1,0,0
108994,1,0,0
109011,0,0,1
109033,1,0,0
109074,1,0,0
109083,0,0,0
109096,0,0,0
109098,1,0,0
109112,0,0,1
109124,0,0,0
109127,1,0,0
109132,0,0,1
109135,0,0,1
109155,1,0,0
109180,1,0,0
109215,1,0,0
109255,0,0,0
109266,0,0,1
109282,1,0,0
109292,1,0,0
109330,1,0,0
109333,0,1,0
109360,1,0,0
109361,0,0,1
109366,0,0,1
109380,0,0,1
109402,1,0,0
109404,1,0,0
109414,0,0,0
109422,0,0,0
109449,0,1,0
109509,1,0,0
109529,0,0,0
109568,0,0,1
109595,1,0,0
109623,1,0,0
109629,0,0,1
109630,1,0,0
109682,1,0,0
109688,0,0,1
109699,1,0,0
109715,1,0,0
109718,0,1,0
109727,1,0,0
109740,1,0,0
109744,0,0,1
109750,1,0,0
109772,0,0,0
109780,0,0,0
109827,1,0,0
109868,0,0,1
109879,0,0,0
109885,0,0,0
109888,0,0,0
109946,0,0,1
109977,1,0,0
110034,0,0,1
110063,0,0,1
110074,1,0,0
110076,1,0,0
110109,0,0,1
110118,0,0,0
110121,1,0,0
110129,1,0,0
110139,1,0,0
110149,1,0,0
110178,1,0,0
110195,1,0,0
110217,0,0,0
110250,1,0,0
110285,0,0,1
110306,1,0,0
110313,1,0,0
110339,0,0,1
110348,1,0,0
110349,1,0,0
110364,1,0,0
110370,0,0,0
110375,0,0,1
110384,0,0,1
110388,1,0,0
110389,0,0,0
110404,0,0,1
110411,1,0,0
110429,0,1,0
110465,0,0,0
110466,0,1,0
110480,1,0,0
110521,0,1,0
110528,0,0,1
110538,1,0,0
110566,0,0,0
110596,0,0,1
110619,0,0,1
110633,0,0,1
110636,1,0,0
110676,0,0,1
110678,0,1,0
110695,0,0,1
110707,0,0,0
110710,0,0,1
110713,0,0,1
110719,0,0,0
110746,0,0,0
110763,0,0,1
110789,0,0,0
110805,1,0,0
110808,0,1,0
110821,1,0,0
110837,0,0,1
110844,0,0,1
110858,1,0,0
110887,0,0,1
110923,0,0,1
110964,0,0,0
110966,0,0,1
111022,0,0,0
111038,1,0,0
111121,0,0,1
111123,0,0,1
111125,0,1,0
111141,0,0,1
111142,1,0,0
111149,1,0,0
111175,0,0,0
111182,0,0,0
111207,1,0,0
111223,1,0,0
111240,1,0,0
111245,1,0,0
111259,1,0,0
111266,0,0,0
111274,1,0,0
111286,0,0,0
111298,1,0,0
111302,0,0,0
111305,0,0,1
111312,1,0,0
111383,1,0,0
111398,1,0,0
111399,1,0,0
111411,1,0,0
111417,1,0,0
111428,1,0,0
111481,1,0,0
111484,0,1,0
111491,0,1,0
111499,1,0,0
111514,0,0,1
111534,0,0,1
111552,0,0,1
111553,0,0,0
111597,1,0,0
111615,0,0,1
111622,0,0,1
111658,0,0,1
111660,1,0,0
111667,0,0,0
111681,1,0,0
111715,0,0,1
111716,0,0,0
111725,1,0,0
111727,1,0,0
111743,0,0,0
111753,1,0,0
111770,0,0,1
111775,0,1,0
111791,0,0,0
111792,0,0,1
111793,1,0,0
111799,0,0,1
111804,0,0,0
111834,0,1,0
111839,1,0,0
111858,0,1,0
111879,0,0,1
111882,0,0,1
111883,0,0,0
111910,0,0,0
111924,0,0,0
111937,0,0,0
111979,0,0,0
111980,1,0,0
112016,1,0,0
112017,0,0,0
112034,0,1,0
112072,0,0,1
112119,1,0,0
112122,0,0,0
112125,0,0,1
112135,1,0,0
112148,0,0,0
112167,1,0,0
112177,0,0,1
112188,0,0,1
112196,0,0,1
112229,1,0,0
112245,0,0,1
112254,1,0,0
112259,0,0,0
112263,0,1,0
112282,0,0,1
112311,1,0,0
112314,0,0,0
112345,0,1,0
112359,1,0,0
112404,0,0,1
112420,0,0,1
112438,0,1,0
112444,0,0,1
112479,0,0,1
112512,1,0,0
112518,0,0,1
112527,0,0,0
112536,1,0,0
112538,0,0,0
112574,1,0,0
112586,0,1,0
112592,1,0,0
112623,0,0,1
112627,0,0,0
112628,1,0,0
112665,0,0,0
112674,0,0,1
112678,1,0,0
112698,0,0,1
112700,0,0,0
112726,0,0,0
112764,1,0,0
112769,0,0,1
112814,1,0,0
112819,1,0,0
112824,0,0,1
112826,1,0,0
112835,0,0,0
112841,1,0,0
112843,0,0,0
112846,1,0,0
112873,0,1,0
112918,1,0,0
112964,1,0,0
112965,1,0,0
112988,0,0,0
112997,0,0,1
113072,1,0,0
113102,0,0,0
113118,1,0,0
113142,1,0,0
113149,1,0,0
113166,1,0,0
113168,0,1,0
113196,0,0,0
113267,1,0,0
113271,0,0,1
113279,1,0,0
113284,0,0,1
113289,0,0,1
113303,0,0,1
113305,1,0,0
113317,0,0,1
113322,0,0,0
113373,1,0,0
113394,1,0,0
113402,0,0,1
113417,0,0,0
113418,1,0,0
113420,1,0,0
113436,0,1,0
113444,1,0,0
113452,1,0,0
113457,1,0,0
113470,0,1,0
113475,0,0,1
113477,0,0,0
113483,1,0,0
113509,0,0,0
113510,0,0,1
113512,0,1,0
113516,1,0,0
113518,1,0,0
113539,0,0,0
113553,0,0,0
113556,0,0,0
113566,1,0,0
113567,0,0,1
113608,0,0,0
113609,0,0,0
113617,0,0,0
113622,0,0,0
113641,0,0,0
113655,0,0,1
113672,1,0,0
113692,0,0,1
113746,1,0,0
113761,1,0,0
113766,1,0,0
113779,0,0,1
113813,1,0,0
113823,0,0,1
113828,1,0,0
113845,1,0,0
113857,1,0,0
113858,0,1,0
113903,1,0,0
113913,1,0,0
113940,0,0,0
113944,0,1,0
113951,0,0,0
113965,1,0,0
113971,0,0,1
113975,1,0,0
113987,0,0,1
113992,1,0,0
113999,1,0,0
114000,0,0,0
114026,0,0,0
114029,0,0,0
114046,1,0,0
114059,0,0,0
114080,0,0,1
114117,0,0,0
114173,1,0,0
114190,1,0,0
114191,1,0,0
114207,1,0,0
114236,0,1,0
114240,0,0,0
114256,0,0,1
114271,1,0,0
114289,1,0,0
114294,1,0,0
114305,0,0,0
114319,1,0,0
114329,0,0,0
114337,1,0,0
114354,0,0,1
114433,0,0,0
114435,0,1,0
114457,1,0,0
114462,1,0,0
114464,0,0,0
114502,0,0,1
114517,0,0,1
114550,0,0,1
114570,0,0,0
114586,0,0,1
114587,0,0,1
114588,1,0,0
114600,0,0,0
114602,0,0,0
114620,0,0,0
114642,0,1,0
114650,1,0,0
114654,1,0,0
114658,0,0,0
114682,1,0,0
114688,0,0,1
114695,1,0,0
114696,1,0,0
114741,0,0,1
114772,0,0,1
114815,0,0,1
114863,0,0,1
114893,1,0,0
114896,0,0,1
114898,0,0,0
114957,0,0,1
114965,0,0,1
114966,0,0,1
114993,1,0,0
115031,0,0,0
115033,0,0,0
115042,1,0,0
115051,1,0,0
115073,0,0,0
115091,1,0,0
115094,1,0,0
115102,0,0,1
115106,0,1,0
115109,1,0,0
115114,0,1,0
115126,0,0,0
115132,1,0,0
115143,0,0,1
115163,0,0,0
115191,0,0,0
115235,1,0,0
115247,0,0,0
115255,1,0,0
115272,0,0,0
115275,1,0,0
115299,0,0,1
115304,0,0,0
115314,0,0,1
115330,1,0,0
115339,0,0,0
115357,1,0,0
115368,1,0,0
115384,1,0,0
115385,1,0,0
115389,0,0,0
115390,0,0,0
115399,0,0,0
115402,0,1,0
115426,1,0,0
115430,0,1,0
115449,1,0,0
115450,0,1,0
115490,0,0,0
115506,1,0,0
115515,0,0,1
115525,1,0,0
115526,0,0,0
115535,0,0,1
115541,0,1,0
115545,1,0,0
115560,1,0,0
115571,0,0,1
115587,0,0,1
115597,1,0,0
115617,0,0,0
115659,0,0,1
115662,0,1,0
115675,0,0,1
115716,1,0,0
115718,0,0,0
115736,1,0,0
115753,1,0,0
115766,0,0,0
115777,0,0,1
115787,1,0,0
115815,0,0,0
115818,0,1,0
115824,0,0,1
115838,1,0,0
115840,0,0,0
115845,1,0,0
115854,1,0,0
115858,0,1,0
115869,1,0,0
115870,0,0,0
115883,1,0,0
115886,1,0,0
115891,1,0,0
115905,0,0,1
115918,1,0,0
115938,1,0,0
115942,1,0,0
115953,0,0,0
116011,1,0,0
116043,0,0,1
116044,0,0,0
116045,1,0,0
116061,0,0,1
116064,0,1,0
116118,0,0,1
116140,0,0,1
116195,0,0,0
116201,0,1,0
116208,1,0,0
116210,1,0,0
116214,1,0,0
116228,1,0,0
116239,1,0,0
116249,1,0,0
116265,0,0,0
116291,0,0,1
116306,0,0,1
116328,0,0,1
116386,1,0,0
116417,0,0,0
116422,0,0,1
116429,0,0,1
116435,1,0,0
116455,0,1,0
116517,1,0,0
116518,0,0,0
116524,1,0,0
116527,1,0,0
116542,0,0,0
116551,0,0,0
116557,0,0,0
116565,1,0,0
116582,1,0,0
116596,0,0,1
116614,1,0,0
116620,1,0,0
116638,0,0,1
116667,0,1,0
116669,1,0,0
116692,1,0,0
116695,1,0,0
116719,1,0,0
116723,1,0,0
116724,0,0,0
116751,0,0,0
116779,1,0,0
116780,1,0,0
116794,0,0,1
116815,0,0,1
116817,0,0,0
116832,0,0,0
116844,1,0,0
116857,0,0,1
116873,1,0,0
116879,1,0,0
116886,1,0,0
116896,0,0,1
116914,1,0,0
116927,1,0,0
116946,0,1,0
116958,1,0,0
116964,1,0,0
116979,0,1,0
116998,0,0,1
117017,0,0,1
117045,0,0,0
117068,1,0,0
117085,0,0,1
117090,1,0,0
117100,0,0,1
117104,1,0,0
117135,0,0,0
117158,0,0,1
117164,0,0,0
117177,0,0,0
117192,1,0,0
117205,0,0,0
117206,0,0,1
117214,1,0,0
117216,1,0,0
117217,0,0,0
117228,1,0,0
117235,1,0,0
117240,0,0,0
117265,0,0,0
117267,0,0,0
117268,0,1,0
117300,0,0,1
117319,0,1,0
117361,0,0,1
117413,0,0,1
117424,0,0,1
117440,0,0,1
117492,0,1,0
117494,0,0,1
117503,0,0,1
117510,1,0,0
117520,0,1,0
117528,1,0,0
117541,0,0,1
117576,0,0,0
117587,1,0,0
117597,0,1,0
117598,0,0,0
117605,1,0,0
117621,1,0,0
117623,1,0,0
117627,1,0,0
117641,0,0,1
117647,1,0,0
117674,0,0,1
117722,0,0,0
117730,0,0,1
117743,0,1,0
117764,1,0,0
117767,1,0,0
117775,1,0,0
117805,1,0,0
117813,1,0,0
117833,1,0,0
117853,1,0,0
117858,0,0,0
117895,0,0,0
117908,0,0,0
117909,0,0,0
117915,0,1,0
117921,1,0,0
117929,0,1,0
117934,0,0,0
117996,1,0,0
118013,0,0,1
118015,1,0,0
118044,1,0,0
118048,0,1,0
118063,1,0,0
118074,1,0,0
118085,0,0,1
118119,1,0,0
118140,0,1,0
118141,1,0,0
118150,0,0,0
118161,1,0,0
118163,1,0,0
118184,0,1,0
118188,0,0,0
118199,0,0,1
118223,0,1,0
118260,1,0,0
118323,0,0,1
118337,0,1,0
118348,1,0,0
118382,0,0,0
118409,0,0,0
118452,1,0,0
118476,0,0,1
118493,1,0,0
118506,1,0,0
118539,0,0,1
118590,1,0,0
118599,0,0,1
118638,0,0,1
118644,0,1,0
118650,0,1,0
118685,1,0,0
118700,1,0,0
118702,1,0,0
118712,0,0,1
118714,0,1,0
118723,0,0,1
118767,1,0,0
118777,0,0,0
118811,1,0,0
118831,0,0,0
118856,0,0,0
118868,1,0,0
118877,0,0,1
118893,0,0,0
118935,0,0,1
118941,0,1,0
118944,1,0,0
118947,1,0,0
118949,1,0,0
118971,0,0,0
118993,1,0,0
119009,0,0,1
119010,0,0,1
119014,0,0,0
119037,0,1,0
119045,0,0,1
119061,0,0,0
119074,0,0,0
119147,0,0,0
119150,0,0,1
119186,1,0,0
119229,0,0,1
119239,0,0,1
119240,0,0,1
119249,0,0,1
119250,0,0,0
119256,1,0,0
119262,0,0,0
119277,0,0,1
119280,1,0,0
119314,1,0,0
119321,0,0,1
119334,1,0,0
119358,0,0,1
119366,0,0,1
119373,0,0,0
119383,1,0,0
119384,1,0,0
119397,0,1,0
119398,1,0,0
119417,1,0,0
119425,0,0,0
119454,0,1,0
119459,0,0,1
119471,0,0,1
119498,0,1,0
119501,0,0,1
119536,0,0,0
119537,0,0,0
119554,1,0,0
119573,0,0,1
119579,0,0,0
119599,0,0,1
119644,0,0,0
119666,1,0,0
119670,0,0,0
119675,0,0,0
119691,0,0,0
119693,1,0,0
119695,0,1,0
119699,1,0,0
119718,0,0,1
119719,0,0,1
119720,1,0,0
119729,0,0,0
119740,0,0,0
119743,0,0,1
119766,1,0,0
119773,0,0,1
119774,0,0,0
119777,0,0,1
119798,1,0,0
119816,0,0,1
119831,0,1,0
119864,0,0,0
119876,0,0,1
119889,1,0,0
119909,0,0,0
119910,0,1,0
119921,1,0,0
119941,1,0,0
119967,0,1,0
119990,0,0,1
120006,1,0,0
120027,1,0,0
120036,1,0,0
120042,0,0,1
120051,0,0,0
120062,1,0,0
120084,0,0,1
120107,1,0,0
120112,1,0,0
120127,0,0,0
120158,0,0,0
120179,0,0,1
120187,0,0,1
120191,0,0,1
120193,0,0,1
120197,0,0,1
120201,1,0,0
120214,1,0,0
120219,1,0,0
120223,0,0,0
120228,0,0,1
120231,1,0,0
120250,1,0,0
120258,1,0,0
120259,0,1,0
120260,0,1,0
120305,1,0,0
120307,0,0,1
120314,1,0,0
120316,0,0,0
120333,0,1,0
120337,0,0,1
120354,0,0,1
120374,0,0,0
120383,0,0,1
120384,0,0,1
120387,1,0,0
120426,0,0,1
120433,0,0,1
120438,1,0,0
120440,1,0,0
120447,0,0,0
120535,1,0,0
120548,0,0,1
120566,1,0,0
120586,0,1,0
120629,1,0,0
120632,0,0,1
120641,1,0,0
120648,1,0,0
120659,1,0,0
120676,0,0,1
120697,1,0,0
120716,0,0,1
120763,1,0,0
120774,1,0,0
120776,1,0,0
120782,1,0,0
120847,0,0,1
120858,0,0,0
120868,0,0,0
120891,1,0,0
120915,0,0,0
120918,1,0,0
120923,1,0,0
120925,0,0,1
120941,0,0,1
120998,0,0,1
121006,0,0,1
121008,0,0,0
121016,1,0,0
121031,0,0,1
121044,1,0,0
121048,0,0,1
121059,1,0,0
121067,0,0,0
121068,1,0,0
121085,0,0,1
121088,0,0,1
121128,0,0,0
121129,0,0,0
121133,1,0,0
121147,0,1,0
121164,0,0,1
121167,0,1,0
121177,0,1,0
121178,0,0,0
121184,0,0,0
121190,1,0,0
121195,1,0,0
121196,1,0,0
121250,1,0,0
121257,0,0,0
121262,1,0,0
121267,0,0,0
121272,0,0,1
121276,0,0,0
121287,1,0,0
121319,0,0,1
121346,1,0,0
121371,0,0,1
121378,0,1,0
121394,0,0,1
121410,0,0,1
121413,1,0,0
121438,0,0,0
121459,1,0,0
121462,0,0,0
121473,1,0,0
121527,0,1,0
121538,0,0,0
121552,0,0,0
121558,0,0,1
121567,0,0,0
121577,1,0,0
121590,1,0,0
121592,1,0,0
121611,1,0,0
121621,0,0,1
121625,1,0,0
121637,0,0,0
121645,1,0,0
121670,1,0,0
121694,0,0,1
121705,1,0,0
121713,1,0,0
121727,0,0,1
121746,0,0,0
121768,0,0,1
121769,1,0,0
121774,0,0,0
121801,1,0,0
121811,1,0,0
121831,1,0,0
121835,1,0,0
121875,0,0,0
121899,1,0,0
121902,0,0,1
121916,0,1,0
121944,0,0,1
121946,1,0,0
121960,1,0,0
121973,0,0,1
122003,1,0,0
122020,1,0,0
122042,0,0,1
122052,0,0,1
122068,0,0,0
122073,1,0,0
122093,0,0,1
122099,0,1,0
122109,1,0,0
122131,1,0,0
122152,0,1,0
122158,1,0,0
122176,0,0,1
122214,0,1,0
122221,1,0,0
122225,0,0,0
122226,0,0,1
122240,0,0,1
122245,0,1,0
122265,1,0,0
122278,1,0,0
122292,1,0,0
122293,0,0,1
122294,0,0,1
122295,0,1,0
122296,0,0,1
122298,1,0,0
122307,1,0,0
122362,0,0,1
122371,1,0,0
122402,0,1,0
122415,0,1,0
122444,1,0,0
122445,0,0,1
122469,1,0,0
122477,0,0,1
122479,1,0,0
122525,0,0,1
122527,0,0,0
122566,1,0,0
122601,0,0,0
122608,1,0,0
122634,1,0,0
122654,0,0,1
122672,1,0,0
122674,1,0,0
122694,0,0,0
122705,1,0,0
122715,1,0,0
122717,1,0,0
122721,0,0,1
122753,0,0,0
122754,1,0,0
122804,0,0,1
122818,0,0,1
122832,0,1,0
122855,0,0,0
122870,1,0,0
122877,1,0,0
122907,0,0,0
122909,1,0,0
122933,1,0,0
122946,0,0,1
122960,0,1,0
122965,1,0,0
122995,0,0,1
123024,0,0,1
123036,0,0,1
123039,0,1,0
123059,1,0,0
123067,1,0,0
123093,0,0,1
123103,0,0,1
123118,1,0,0
123133,0,0,1
123139,1,0,0
